TCS,PHASE,LAST_UPDATED,PHASE_STATUS,PHASE_PED_STATUS,PHASE_HOLD,PHASE_CALL,PHASE_OMIT,PHASE_PED_CALL,PHASE_PED_OMIT,PHASE_STATUS_TEXT,PHASE_PED_STATUS_TEXT,PHASE_CALL_TEXT
678,1,2024-06-20T13:48:02Z,10,,,2,,,,End Yellow Clearance,,Dropped
51,2,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
51,6,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
314,2,2024-06-20T13:48:02Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
314,2,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
314,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
314,6,2024-06-20T13:48:02Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
314,6,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
314,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
525,4,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
525,4,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
525,8,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
525,8,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
588,1,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
783,5,2024-06-20T13:48:02Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
637,2,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
637,2,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
637,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
637,6,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
637,6,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
637,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
435,4,2024-06-20T13:48:02Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
435,8,2024-06-20T13:48:02Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
765,7,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
528,3,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
834,2,2024-06-20T13:48:02Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
834,6,2024-06-20T13:48:02Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
597,7,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
744,2,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
744,2,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
744,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
744,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
744,6,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
744,6,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
744,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
744,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
394,2,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
394,6,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
472,7,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
885,4,2024-06-20T13:48:02Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
885,4,2024-06-20T13:48:02Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
885,8,2024-06-20T13:48:02Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
885,8,2024-06-20T13:48:02Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
410,1,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
687,4,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
687,8,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
782,4,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
782,4,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
782,8,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
782,8,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
797,7,2024-06-20T13:48:02Z,8,,,2,,,,Green Termination,,Dropped
797,7,2024-06-20T13:48:02Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
324,4,2024-06-20T13:48:02Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
324,8,2024-06-20T13:48:02Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
341,2,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
341,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
341,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
341,6,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
341,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
341,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
390,4,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
390,8,2024-06-20T13:48:02Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
494,4,2024-06-20T13:48:02Z,2,3,,1,,,,Begin Green,Begin Solid Dont Walk,Registered
494,4,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
494,8,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
494,8,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
574,2,2024-06-20T13:48:02Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
574,6,2024-06-20T13:48:02Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
619,1,2024-06-20T13:48:02Z,10,,,2,,,,End Yellow Clearance,,Dropped
325,1,2024-06-20T13:48:02Z,9,,,1,,,,Begin Yellow Clearance,,Registered
26,4,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
26,4,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
26,4,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
26,8,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
26,8,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
26,8,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
573,4,2024-06-20T13:48:02Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
573,4,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
573,8,2024-06-20T13:48:02Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
573,8,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
640,2,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
640,2,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
640,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
640,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
640,6,2024-06-20T13:48:02Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
640,6,2024-06-20T13:48:02Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
640,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
640,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
908,4,2024-06-20T13:48:02Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
908,8,2024-06-20T13:48:02Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
868,5,2024-06-20T13:48:02Z,10,,,2,,,,End Yellow Clearance,,Dropped
629,1,2024-06-20T13:48:02Z,8,,,1,,,,Green Termination,,Registered
629,1,2024-06-20T13:48:02Z,9,,,1,,,,Begin Yellow Clearance,,Registered
623,1,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
911,7,2024-06-20T13:48:02Z,9,,,1,,,,Begin Yellow Clearance,,Registered
318,3,2024-06-20T13:48:02Z,8,3,,2,,,,Green Termination,Begin Solid Dont Walk,Dropped
318,3,2024-06-20T13:48:02Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
318,7,2024-06-20T13:48:02Z,8,3,,2,,,,Green Termination,Begin Solid Dont Walk,Dropped
318,7,2024-06-20T13:48:02Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
424,2,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
424,6,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
11,4,2024-06-20T13:48:02Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
11,8,2024-06-20T13:48:02Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
708,4,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
708,8,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
775,7,2024-06-20T13:48:02Z,2,,,1,,,,Begin Green,,Registered
780,3,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
780,3,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
780,8,2024-06-20T13:48:02Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
780,8,2024-06-20T13:48:02Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
105,2,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
105,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
105,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
105,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
105,6,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
105,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
105,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
105,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
469,2,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
469,2,2024-06-20T13:48:02Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
469,6,2024-06-20T13:48:02Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
469,6,2024-06-20T13:48:02Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
896,4,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
896,4,2024-06-20T13:48:02Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
503,1,2024-06-20T13:48:02Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
100,5,2024-06-20T13:48:02Z,10,,,2,,,,End Yellow Clearance,,Dropped
484,3,2024-06-20T13:48:02Z,2,,,2,,,,Begin Green,,Dropped
755,5,2024-06-20T13:48:02Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
252,2,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
252,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
252,2,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
252,2,2024-06-20T13:48:02Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
252,6,2024-06-20T13:48:02Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
252,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
252,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
252,6,2024-06-20T13:48:02Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
252,6,2024-06-20T13:48:02Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
109,2,2024-06-20T13:48:02Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
109,2,2024-06-20T13:48:02Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
109,5,2024-06-20T13:48:02Z,2,,,1,,,,Begin Green,,Registered
331,2,2024-06-20T13:48:02Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
331,6,2024-06-20T13:48:02Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
793,4,2024-06-20T13:48:02Z,10,1,,,,,,End Yellow Clearance,Begin Walk,
793,8,2024-06-20T13:48:02Z,10,1,,,,,,End Yellow Clearance,Begin Walk,
195,1,2024-06-20T13:48:02Z,10,,,2,,,,End Yellow Clearance,,Dropped
195,4,2024-06-20T13:48:02Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
195,8,2024-06-20T13:48:02Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
249,2,2024-06-20T13:48:02Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
249,6,2024-06-20T13:48:02Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
425,1,2024-06-20T13:48:02Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
638,4,2024-06-20T13:48:02Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
638,4,2024-06-20T13:48:02Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
638,8,2024-06-20T13:48:02Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
638,8,2024-06-20T13:48:02Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
530,1,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
134,5,2024-06-20T13:48:02Z,10,,,1,,,,End Yellow Clearance,,Registered
486,5,2024-06-20T13:48:02Z,9,,,1,,,,Begin Yellow Clearance,,Registered
487,4,2024-06-20T13:48:02Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
487,8,2024-06-20T13:48:02Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
166,4,2024-06-20T13:48:02Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
166,8,2024-06-20T13:48:02Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
709,4,2024-06-20T13:48:02Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
439,2,2024-06-20T13:25:11Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
439,2,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
439,6,2024-06-20T13:25:11Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
439,6,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
367,2,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
367,6,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
355,1,2024-06-20T13:25:11Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
284,4,2024-06-20T13:25:11Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
284,4,2024-06-20T13:25:11Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
284,4,2024-06-20T13:25:11Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
284,8,2024-06-20T13:25:11Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
284,8,2024-06-20T13:25:11Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
284,8,2024-06-20T13:25:11Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
284,10,2024-06-20T13:25:11Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
284,10,2024-06-20T13:25:11Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
284,10,2024-06-20T13:25:11Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
196,8,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
196,8,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
371,2,2024-06-20T13:25:11Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
371,2,2024-06-20T13:25:11Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
371,2,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
371,2,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
371,6,2024-06-20T13:25:11Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
371,6,2024-06-20T13:25:11Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
371,6,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
371,6,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
163,4,2024-06-20T13:25:11Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
163,8,2024-06-20T13:25:11Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
16,4,2024-06-20T13:25:11Z,8,3,,2,,,,Green Termination,Begin Solid Dont Walk,Dropped
16,4,2024-06-20T13:25:11Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
16,4,2024-06-20T13:25:11Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
16,8,2024-06-20T13:25:11Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
16,8,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
16,8,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
50,6,2024-06-20T13:25:11Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
338,2,2024-06-20T13:25:11Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
338,2,2024-06-20T13:25:11Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
338,2,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
338,6,2024-06-20T13:25:11Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
338,6,2024-06-20T13:25:11Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
338,6,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
354,4,2024-06-20T13:25:11Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
354,8,2024-06-20T13:25:11Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
496,2,2024-06-20T13:25:11Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
496,2,2024-06-20T13:25:11Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
688,4,2024-06-20T13:25:11Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
688,4,2024-06-20T13:25:11Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
688,8,2024-06-20T13:25:11Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
688,8,2024-06-20T13:25:11Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
736,4,2024-06-20T13:25:11Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
736,4,2024-06-20T13:25:11Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
736,8,2024-06-20T13:25:11Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
736,8,2024-06-20T13:25:11Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
750,1,2024-06-20T13:25:11Z,2,,,2,,,,Begin Green,,Dropped
840,2,2024-06-20T13:25:11Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
840,6,2024-06-20T13:25:11Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
990,4,2024-06-20T13:25:11Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
990,8,2024-06-20T13:25:11Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
978,2,2024-06-20T13:25:11Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
978,2,2024-06-20T13:25:11Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
978,2,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
978,2,2024-06-20T13:25:11Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
978,2,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
978,6,2024-06-20T13:25:11Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
978,6,2024-06-20T13:25:11Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
978,6,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
978,6,2024-06-20T13:25:11Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
978,6,2024-06-20T13:25:11Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
68,4,2024-06-20T13:25:11Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
68,8,2024-06-20T13:25:11Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
926,4,2024-06-20T13:25:11Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
926,8,2024-06-20T13:25:11Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
518,4,2024-06-20T13:25:11Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
518,8,2024-06-20T13:25:11Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
140,4,2024-06-20T13:25:11Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
140,8,2024-06-20T13:25:11Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
141,4,2024-06-20T13:25:11Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
141,4,2024-06-20T13:25:11Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
141,4,2024-06-20T13:25:11Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
141,8,2024-06-20T13:25:11Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
141,8,2024-06-20T13:25:11Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
141,8,2024-06-20T13:25:11Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
220,4,2024-06-20T13:25:11Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
220,8,2024-06-20T13:25:11Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
834,2,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
834,2,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
834,6,2024-06-20T13:27:59Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
834,6,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
834,6,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
834,6,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
598,4,2024-06-20T13:27:59Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
598,8,2024-06-20T13:27:59Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
448,4,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
448,8,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
687,4,2024-06-20T13:27:59Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
687,4,2024-06-20T13:27:59Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
687,4,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
687,8,2024-06-20T13:27:59Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
687,8,2024-06-20T13:27:59Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
687,8,2024-06-20T13:27:59Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
916,5,2024-06-20T13:27:59Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
